shipment_id,crop_type,storage_days,temperature,humidity,distance_km,transport_mode,delay_hours,region,loss_percent
807,Tomato,2,10.4,85.1,324,Truck,3.7,West,15.88
808,Rice,3,30.2,41.8,557,Refrigerated Truck,5.8,South,8.49
809,Onion,11,11.6,58.0,1243,Truck,20.9,South,34.1
810,Tomato,6,26.5,40.8,1099,Open Cart,12.1,West,32.32
811,Tomato,9,18.6,75.9,572,Refrigerated Truck,0.0,West,12.98
812,Tomato,8,19.2,,923,Refrigerated Truck,9.3,South,23.88
813,Wheat,1,20.6,71.3,240,Refrigerated Truck,3.5,West,5.43
814,Mango,2,28.6,42.8,1309,Rail,3.2,Central,13.51
815,Wheat,3,20.0,43.8,991,Truck,4.6,East,13.55
816,Banana,9,32.0,32.7,1190,Open Cart,8.3,Central,34.5
817,Onion,0,22.1,50.9,1219,Open Cart,9.9,West,19.42
818,Mango,6,12.1,66.4,1037,Rail,10.0,West,27.52
819,Mango,1,33.5,85.8,64,Open Cart,8.0,East,25.64
820,Mango,4,18.6,73.4,897,Rail,4.7,West,19.02
821,Rice,14,23.0,58.3,229,Rail,4.6,East,18.92
822,Mango,0,30.6,92.0,704,Rail,10.8,South,27.73
823,Wheat,2,20.0,76.8,586,Truck,7.7,East,14.59
824,Mango,11,11.7,90.5,1315,Truck,6.1,East,36.86
825,Potato,1,21.2,64.3,998,Truck,7.0,Central,11.68
826,Onion,0,38.3,46.8,173,Rail,6.9,West,12.2
827,Mango,6,29.3,33.4,1090,Truck,6.8,South,23.86
828,Onion,4,30.1,77.2,1377,Truck,11.9,North,17.0
829,Potato,0,29.0,37.9,1470,Open Cart,4.3,East,16.87
830,Potato,5,16.0,49.7,18,Truck,9.2,North,14.26
831,Onion,4,22.6,64.6,168,Rail,8.8,West,10.23
832,Tomato,14,32.5,66.7,1448,Truck,15.0,East,43.63
833,Banana,2,13.0,69.0,761,Truck,1.9,North,13.8
834,Rice,11,18.3,40.8,1056,Refrigerated Truck,20.2,Central,30.3
835,Tomato,6,18.3,54.7,450,Rail,17.7,North,22.29
836,Tomato,10,23.0,70.1,1236,Refrigerated Truck,2.9,Central,23.16
837,Wheat,9,39.4,93.0,1498,Truck,9.9,South,43.69
838,Rice,8,12.0,77.3,720,Rail,1.1,West,13.53
839,Rice,13,25.6,90.0,980,Truck,1.2,North,30.5
840,Tomato,12,15.4,79.5,823,Truck,1.3,East,22.41
841,Mango,12,39.1,68.5,108,Truck,7.7,West,29.53
842,Wheat,8,13.4,42.5,746,Truck,6.9,North,17.39
843,Wheat,13,22.1,73.3,430,Truck,2.2,East,18.5
844,Potato,8,32.1,70.5,1129,Truck,7.6,East,21.61
845,Rice,1,31.1,69.2,643,Open Cart,3.8,East,13.3
846,Tomato,2,22.7,61.8,854,Truck,5.9,East,16.25
847,Potato,6,20.4,64.4,1134,Truck,2.4,North,19.5
848,Onion,4,21.9,51.7,773,Truck,15.0,South,17.89
849,Banana,1,17.9,63.8,281,Rail,2.6,Central,10.04
850,Wheat,2,16.2,42.8,1093,Truck,6.0,Central,10.53
851,Onion,9,24.5,82.3,904,Open Cart,9.9,Central,29.61
852,Onion,5,18.1,42.1,192,Open Cart,0.6,South,14.34
853,Mango,12,18.6,35.5,1345,Truck,6.3,East,30.77
854,Banana,6,29.7,58.4,1166,Rail,4.0,East,21.49
855,Onion,8,39.1,72.8,1371,Truck,15.6,West,31.47
856,Onion,0,28.1,58.5,109,Refrigerated Truck,4.0,Central,4.4
857,Banana,10,12.3,48.0,550,Truck,1.9,Central,19.08
858,Banana,6,12.3,66.3,384,Truck,2.2,East,20.29
859,Onion,7,38.5,52.6,114,Truck,2.4,Central,16.82
860,Banana,11,18.9,90.6,549,Refrigerated Truck,3.7,East,30.78
861,Onion,13,12.8,90.0,358,Truck,15.6,East,39.17
862,Onion,2,28.0,62.7,747,Truck,12.5,East,17.35
863,Mango,3,28.7,51.3,321,Refrigerated Truck,17.2,North,15.8
864,Tomato,9,29.5,77.9,1294,Rail,7.9,North,24.97
865,Onion,5,18.0,32.4,1093,Open Cart,5.9,North,23.16
866,Potato,9,10.5,60.9,337,Truck,1.0,North,12.4
867,Wheat,6,39.0,51.9,1161,Refrigerated Truck,6.6,South,17.82
868,Rice,12,17.5,89.8,596,Refrigerated Truck,4.2,West,24.53
869,Tomato,13,30.3,30.8,787,Truck,9.7,West,29.5
870,Tomato,3,31.2,65.9,544,Refrigerated Truck,1.7,East,5.6
871,Tomato,7,28.3,78.1,739,Truck,5.3,Central,23.17
872,Mango,4,19.4,61.5,625,Open Cart,4.4,North,22.24
873,Onion,0,18.1,35.6,623,Truck,7.0,West,7.51
874,Mango,3,27.9,93.2,1397,Refrigerated Truck,9.1,West,28.92
875,Onion,2,36.0,63.7,913,Truck,4.7,North,11.84
876,Mango,8,38.4,69.9,996,Open Cart,3.0,South,30.54
877,Mango,7,13.2,45.4,103,Truck,2.8,South,17.2
878,Wheat,0,14.6,61.4,321,Open Cart,3.9,West,9.78
879,Potato,10,38.3,57.9,127,Open Cart,3.4,South,28.68
880,Mango,5,32.1,34.9,1348,Truck,13.3,North,22.91
881,Wheat,8,36.5,36.9,803,Refrigerated Truck,7.6,West,19.41
882,Banana,6,16.1,84.4,461,Open Cart,8.6,North,26.45
883,Potato,3,27.6,45.6,526,Truck,4.5,South,12.78
884,Mango,12,31.0,42.7,524,Truck,12.8,North,31.84
885,Rice,0,30.4,62.8,921,Rail,8.9,South,12.15
886,Tomato,11,22.2,80.0,721,Truck,0.9,South,22.04
887,Banana,1,10.5,34.0,319,Truck,4.3,North,14.11
888,Banana,11,27.5,67.5,713,Truck,4.5,South,23.93
889,Wheat,4,17.6,37.7,714,Truck,2.2,East,10.64
890,Banana,11,23.5,32.4,1048,Truck,2.5,North,21.9
891,Potato,10,38.7,33.4,564,Truck,0.8,East,25.29
892,Mango,4,22.0,84.2,973,Open Cart,9.3,North,34.27
893,Mango,7,35.2,37.7,1158,Refrigerated Truck,10.6,South,23.45
894,Rice,5,15.7,32.9,1321,Truck,13.6,South,21.45
895,Tomato,7,30.2,,1160,Refrigerated Truck,11.0,West,23.55
896,Wheat,1,39.3,84.9,360,Refrigerated Truck,6.3,West,8.7
897,Tomato,2,13.1,47.1,1082,Open Cart,4.1,East,18.52
898,Banana,5,10.2,57.4,894,Truck,11.5,South,21.95
899,Rice,11,23.0,32.6,797,Truck,4.7,West,27.53
900,Tomato,12,12.8,59.2,1415,Open Cart,3.3,South,36.85
901,Potato,9,32.5,67.5,269,Open Cart,11.8,North,28.56
902,Mango,2,37.4,67.1,986,Refrigerated Truck,17.6,West,25.25
903,Banana,5,23.0,51.6,1243,Refrigerated Truck,0.8,East,15.48
904,Rice,5,17.8,50.5,1488,Truck,7.5,West,19.63
905,Tomato,1,23.0,36.9,1486,Rail,1.5,South,10.51
906,Wheat,6,31.7,53.8,806,Truck,8.0,Central,21.11
907,Potato,11,10.3,36.5,47,Truck,0.3,Central,15.75
908,Potato,1,27.7,79.8,866,Refrigerated Truck,12.3,South,9.35
909,Tomato,5,28.4,92.8,1306,Truck,4.4,North,33.36
910,Mango,0,29.1,93.1,1158,Rail,5.3,West,25.97
911,Tomato,2,17.3,86.2,354,Open Cart,14.8,Central,29.53
912,Banana,1,31.4,69.1,1134,Truck,0.6,North,16.0
913,Tomato,6,12.7,75.6,916,Open Cart,9.1,South,25.02
914,Potato,13,16.0,48.5,5,Open Cart,1.2,North,30.25
915,Rice,3,36.3,71.0,588,Rail,12.2,South,15.67
916,Tomato,7,32.2,59.6,436,Truck,15.7,West,27.14
917,Mango,5,10.4,61.3,1334,Truck,3.4,North,25.03
918,Rice,11,17.5,79.3,57,Truck,8.2,West,18.87
919,Wheat,9,16.4,48.3,944,Truck,0.9,North,19.57
920,Onion,3,18.1,50.7,524,Truck,19.6,South,19.72
921,Tomato,4,17.4,90.1,1358,Open Cart,1.4,South,29.46
922,Mango,12,11.9,33.7,1353,Truck,15.6,North,35.91
923,Rice,12,23.8,61.6,1142,Refrigerated Truck,1.4,South,19.62
924,Mango,14,32.0,89.3,151,Truck,1.2,East,37.93
925,Wheat,14,28.2,69.7,1194,Rail,9.7,East,29.36
926,Potato,8,30.2,65.5,1407,Open Cart,9.0,West,25.53
927,Mango,6,12.4,46.2,1167,Truck,10.1,East,26.62
928,Rice,9,38.5,52.3,633,Truck,5.0,East,22.33
929,Mango,13,35.2,85.4,303,Refrigerated Truck,11.2,Central,32.04
930,Mango,13,34.2,66.3,1304,Refrigerated Truck,10.8,Central,34.06
931,Mango,8,34.7,63.5,793,Refrigerated Truck,11.9,Central,28.4
932,Banana,6,38.0,36.5,854,Truck,1.3,Central,23.01
933,Banana,11,26.3,31.0,182,Truck,11.2,South,31.06
934,Potato,0,16.0,92.6,846,Open Cart,1.9,West,25.02
935,Tomato,11,28.5,54.5,1382,Open Cart,4.1,West,34.48
936,Mango,7,32.3,69.2,1182,Rail,3.9,East,22.05
937,Wheat,3,32.1,35.2,1229,Refrigerated Truck,1.0,West,9.51
938,Tomato,2,25.6,74.4,882,Rail,5.4,East,16.65
939,Wheat,13,12.1,90.6,1143,Truck,12.3,West,41.37
940,Tomato,12,21.1,67.4,763,Truck,0.8,North,24.35
941,Potato,6,37.6,38.2,1096,Truck,3.4,North,23.49
942,Mango,11,27.5,67.8,1473,Rail,0.6,West,27.02
943,Mango,2,26.1,,449,Truck,3.5,South,10.57
944,Onion,7,18.1,56.4,1354,Truck,2.0,East,17.26
945,Wheat,5,21.1,87.2,712,Refrigerated Truck,12.7,West,19.12
946,Tomato,4,36.9,72.2,606,Refrigerated Truck,1.5,East,9.0
947,Tomato,3,30.0,88.5,1387,Refrigerated Truck,15.3,Central,30.79
948,Banana,7,33.6,70.5,149,Open Cart,11.8,West,38.33
949,Onion,7,23.6,38.5,279,Truck,2.2,South,17.06
950,Rice,11,28.9,50.1,513,Rail,6.9,Central,21.1
951,Rice,0,17.5,43.1,1207,Refrigerated Truck,8.1,West,5.6
952,Banana,8,31.2,89.1,757,Rail,10.0,North,31.91
953,Banana,13,22.8,79.4,481,Truck,10.6,West,32.56
954,Banana,4,23.3,74.0,1442,Truck,6.1,North,24.05
955,Wheat,3,29.5,,1181,Open Cart,0.7,North,13.36
956,Wheat,5,38.1,42.0,1132,Rail,8.8,West,26.77
957,Potato,5,11.9,79.2,1103,Open Cart,3.6,West,17.61
958,Potato,1,34.7,60.8,1156,Rail,11.7,North,17.86
959,Banana,7,18.8,44.7,670,Refrigerated Truck,7.3,East,19.34
960,Onion,6,23.3,70.1,572,Refrigerated Truck,0.6,Central,8.96
961,Tomato,0,10.7,32.6,1373,Refrigerated Truck,2.2,South,7.39
962,Wheat,4,19.0,51.2,535,Truck,5.0,West,11.55
963,Onion,11,25.1,60.5,163,Rail,4.3,Central,17.91
964,Mango,5,11.7,39.6,1454,Refrigerated Truck,5.8,Central,21.52
965,Wheat,3,24.7,94.0,685,Truck,3.1,East,26.15
966,Wheat,1,37.8,43.6,27,Truck,0.3,Central,5.52
967,Potato,12,13.2,38.5,1075,Truck,5.3,West,21.97
968,Tomato,13,32.9,43.2,529,Open Cart,5.1,Central,35.32
969,Tomato,3,22.3,80.0,733,Truck,5.5,West,16.84
970,Rice,0,29.7,57.7,148,Refrigerated Truck,7.8,West,2.74
971,Rice,6,17.8,66.8,672,Truck,6.8,North,17.1
972,Rice,1,14.8,31.4,1447,Truck,9.7,East,17.56
973,Rice,12,14.8,32.2,685,Refrigerated Truck,12.0,South,24.82
974,Mango,1,12.1,59.0,977,Truck,4.5,North,15.74
975,Mango,8,15.6,83.1,803,Rail,11.6,South,30.75
976,Wheat,4,29.9,87.5,89,Refrigerated Truck,4.5,West,12.63
977,Banana,1,36.5,35.6,420,Refrigerated Truck,0.8,North,7.35
978,Potato,10,34.4,65.0,698,Truck,2.6,Central,26.18
979,Potato,8,30.6,89.4,486,Open Cart,6.6,Central,33.32
980,Rice,8,13.3,55.2,460,Refrigerated Truck,11.5,South,13.98
981,Wheat,0,18.7,83.9,831,Open Cart,5.0,West,13.01
982,Onion,10,19.3,38.7,301,Rail,1.0,South,14.01
983,Banana,2,17.5,90.8,1140,Rail,13.7,East,28.02
984,Wheat,3,25.5,78.8,1258,Open Cart,3.6,Central,18.76
985,Banana,13,26.1,91.2,1124,Open Cart,1.0,North,43.64
986,Banana,6,20.7,74.0,954,Truck,10.4,North,26.8
987,Banana,9,20.6,53.6,684,Truck,15.6,North,33.72
988,Wheat,3,34.9,91.0,382,Truck,7.9,Central,25.79
989,Rice,1,33.7,47.9,1184,Truck,6.5,West,14.57
990,Potato,6,19.2,51.6,425,Truck,3.3,Central,15.2
991,Potato,5,37.4,75.6,109,Truck,8.3,Central,18.14
992,Rice,2,38.6,79.7,334,Open Cart,5.8,North,17.61
993,Banana,5,19.8,90.4,443,Truck,0.5,Central,26.39
994,Onion,10,20.6,43.3,1160,Refrigerated Truck,3.1,North,15.6
995,Tomato,14,25.2,81.9,386,Truck,0.2,West,27.44
996,Wheat,5,38.2,78.0,142,Truck,5.1,East,13.37
997,Tomato,11,36.3,34.1,947,Truck,6.0,North,33.77
998,Rice,4,13.1,55.2,847,Truck,14.8,South,20.46
999,Onion,3,21.8,48.4,274,Refrigerated Truck,1.4,East,9.68
1000,Wheat,9,26.6,49.8,400,Open Cart,3.9,West,19.75
1001,Rice,11,25.1,93.9,917,Truck,12.6,East,37.61
1002,Banana,14,15.8,71.8,468,Rail,15.8,North,35.7
1003,Potato,0,35.8,76.6,454,Rail,7.8,West,9.58
1004,Tomato,9,30.3,93.5,1359,Open Cart,3.5,South,43.88
1005,Mango,5,35.1,54.5,1281,Refrigerated Truck,2.2,North,17.87
1006,Mango,1,35.8,82.1,1313,Rail,6.1,North,19.28
1007,Onion,12,32.5,58.2,1302,Refrigerated Truck,0.6,West,23.64
1008,Banana,2,23.2,86.5,24,Refrigerated Truck,5.6,West,10.28
1009,Tomato,13,28.3,41.7,243,Truck,3.9,East,27.57
1010,Banana,7,14.8,91.6,1298,Truck,8.7,South,35.57
1011,Tomato,9,30.2,44.2,422,Open Cart,3.8,East,28.81
1012,Onion,13,15.4,,1338,Refrigerated Truck,0.6,East,23.75
1013,Onion,13,30.8,79.2,1059,Rail,7.0,North,21.55
1014,Mango,5,16.9,55.6,1132,Rail,20.0,West,28.0
1015,Banana,2,13.5,69.5,190,Truck,3.1,North,12.37
1016,Wheat,6,15.0,58.9,1156,Rail,5.8,South,10.01
1017,Mango,3,10.1,78.3,1238,Refrigerated Truck,10.1,East,17.98
1018,Banana,13,31.6,44.8,1442,Truck,1.6,South,30.11
1019,Mango,8,32.0,33.8,1309,Refrigerated Truck,12.6,West,23.68
1020,Wheat,14,25.4,49.5,257,Open Cart,4.5,West,26.3
1021,Potato,4,14.8,60.8,23,Truck,2.6,Central,7.79
1022,Potato,2,12.5,40.9,716,Rail,3.1,South,7.9
1023,Potato,1,10.6,53.1,1164,Truck,5.9,North,12.96
1024,Potato,10,15.0,56.0,227,Refrigerated Truck,6.8,South,19.44
1025,Rice,1,36.7,33.7,7,Truck,13.1,East,13.54
1026,Tomato,2,17.2,67.9,1264,Refrigerated Truck,7.5,West,16.91
1027,Rice,1,20.6,87.5,858,Open Cart,11.7,West,22.09
1028,Rice,13,13.2,39.9,1493,Truck,14.7,South,33.27
1029,Rice,3,16.7,68.9,232,Open Cart,0.6,South,16.65
1030,Potato,1,25.6,73.2,917,Open Cart,10.0,South,14.99
1031,Wheat,9,28.2,57.3,503,Truck,11.9,East,17.78
1032,Onion,8,17.4,75.6,525,Truck,3.3,East,20.18
1033,Onion,1,11.7,56.7,706,Open Cart,1.8,North,13.26
1034,Tomato,8,21.7,62.8,921,Open Cart,8.5,South,28.68
1035,Potato,12,17.0,30.5,1167,Truck,19.8,North,32.32
1036,Potato,5,16.6,75.0,1304,Truck,4.3,Central,17.21
1037,Potato,0,38.8,73.0,295,Truck,10.7,East,15.33
1038,Mango,3,28.5,32.5,1081,Open Cart,0.9,West,20.61
1039,Banana,14,26.7,53.9,1138,Truck,5.1,Central,29.96
1040,Mango,13,22.5,93.6,719,Rail,10.5,West,42.97
1041,Banana,0,22.9,57.3,952,Refrigerated Truck,8.3,Central,10.37
1042,Potato,13,26.2,62.6,652,Truck,2.2,North,25.44
1043,Potato,5,30.9,89.1,1032,Refrigerated Truck,15.2,North,24.69
1044,Mango,13,31.1,76.6,688,Truck,5.6,East,30.25
1045,Mango,12,15.2,67.8,874,Open Cart,2.4,West,38.62
1046,Banana,3,25.0,81.9,1075,Truck,1.7,Central,15.06
1047,Onion,2,22.4,86.2,98,Refrigerated Truck,2.9,South,6.94
1048,Banana,2,36.1,,944,Refrigerated Truck,13.8,South,20.47
1049,Mango,8,28.9,60.9,564,Truck,5.3,East,14.98
1050,Wheat,5,26.0,55.1,217,Truck,3.8,West,7.08
1051,Mango,8,13.5,92.8,440,Truck,2.6,South,32.52
1052,Wheat,12,28.2,75.3,856,Truck,11.5,East,26.48
1053,Tomato,4,13.5,35.4,512,Refrigerated Truck,1.8,East,12.96
1054,Mango,1,20.1,86.1,840,Refrigerated Truck,2.6,West,13.61
1055,Tomato,7,14.3,61.2,655,Rail,2.6,South,17.46
1056,Onion,4,30.8,34.5,209,Refrigerated Truck,6.0,South,6.78
1057,Banana,1,16.2,65.7,385,Refrigerated Truck,0.7,South,5.4
1058,Wheat,3,21.8,57.1,1101,Refrigerated Truck,9.2,North,7.8
1059,Banana,8,36.9,87.1,1104,Truck,3.3,South,33.27
1060,Tomato,14,16.1,43.3,81,Truck,11.3,Central,28.88
1061,Wheat,3,25.2,83.7,820,Truck,8.0,North,13.28
1062,Banana,12,22.6,66.2,772,Rail,15.7,North,32.51
1063,Mango,11,10.5,33.5,414,Truck,2.3,North,24.96
1064,Potato,11,33.8,93.2,110,Truck,10.1,North,37.94
1065,Tomato,11,12.1,63.3,555,Truck,5.7,East,27.61
1066,Banana,12,24.2,48.9,830,Refrigerated Truck,22.3,Central,32.99
1067,Tomato,14,26.8,60.5,1303,Truck,9.8,West,35.26
1068,Rice,13,28.9,85.8,92,Truck,3.2,South,29.86
1069,Tomato,3,30.7,49.8,885,Truck,3.4,North,19.32
1070,Wheat,1,17.6,42.5,1105,Truck,3.5,West,5.63
1071,Rice,12,10.3,38.4,1105,Rail,16.0,East,27.3
1072,Wheat,11,31.7,49.4,1470,Truck,10.4,West,32.51
1073,Potato,14,26.1,80.7,544,Truck,2.3,North,26.51
1074,Rice,5,35.1,60.7,249,Rail,2.4,Central,11.21
1075,Mango,12,34.6,44.8,582,Truck,12.2,West,33.29
1076,Tomato,10,35.3,40.8,1410,Truck,10.0,North,33.86
1077,Banana,13,24.6,51.6,986,Open Cart,9.2,North,38.96
1078,Onion,1,20.0,91.1,721,Truck,4.5,South,18.04
1079,Tomato,11,33.7,52.3,146,Truck,3.2,South,24.25
1080,Tomato,6,23.5,94.2,897,Truck,15.1,Central,37.81
1081,Potato,2,15.5,61.5,1396,Rail,15.7,South,20.03
1082,Mango,14,35.6,41.6,1112,Rail,8.8,Central,34.38
1083,Onion,2,36.5,87.9,1171,Rail,10.8,East,22.45
1084,Rice,4,24.0,59.9,356,Refrigerated Truck,6.4,East,11.35
1085,Rice,2,12.3,76.1,549,Truck,3.2,South,7.74
1086,Rice,1,21.6,93.9,917,Truck,0.9,East,23.46
1087,Wheat,9,34.1,33.3,156,Refrigerated Truck,11.9,West,13.68
1088,Wheat,8,37.1,36.3,1186,Open Cart,12.6,West,28.63
1089,Banana,1,16.1,76.8,1474,Truck,11.3,West,22.14
1090,Onion,13,12.0,48.3,657,Rail,7.1,East,25.12
1091,Rice,10,36.3,42.0,962,Truck,11.5,West,25.2
1092,Wheat,1,21.7,32.6,767,Truck,4.7,Central,11.03
1093,Banana,12,26.3,31.4,1331,Truck,8.7,North,30.97
1094,Mango,14,39.0,80.3,628,Truck,3.8,South,37.26
1095,Banana,7,12.0,38.7,660,Refrigerated Truck,1.3,Central,15.34
1096,Wheat,14,29.4,,454,Rail,10.2,West,23.46
1097,Potato,8,12.2,69.4,725,Truck,12.7,North,22.25
1098,Potato,6,21.3,57.8,1252,Truck,19.8,South,31.12
1099,Rice,2,34.1,31.8,47,Refrigerated Truck,6.6,Central,5.25
1100,Potato,8,23.0,80.9,268,Truck,1.3,South,18.49
1101,Rice,2,39.9,30.7,1031,Refrigerated Truck,3.0,East,14.18
1102,Rice,4,26.8,,1296,Truck,4.2,West,13.9
1103,Wheat,8,19.6,88.1,600,Rail,5.9,Central,23.07
1104,Potato,11,16.6,58.1,1044,Truck,7.8,Central,25.14
1105,Rice,13,20.5,64.8,1362,Truck,7.2,North,28.75
1106,Onion,13,21.2,61.0,1492,Truck,9.7,North,34.95
1107,Mango,2,12.1,55.3,1087,Truck,6.2,North,14.1
1108,Banana,6,21.1,87.7,1017,Truck,8.4,South,31.39
1109,Banana,11,23.9,88.1,181,Refrigerated Truck,6.4,West,29.59
1110,Wheat,0,31.7,51.8,67,Truck,5.5,South,0.91
1111,Potato,3,29.7,70.0,962,Truck,8.3,West,13.51
1112,Potato,3,31.3,90.2,1007,Rail,2.8,Central,19.73
1113,Rice,6,10.3,92.5,565,Refrigerated Truck,6.3,South,24.2
1114,Tomato,7,16.5,63.1,1335,Open Cart,8.3,South,32.77
1115,Rice,0,29.9,59.4,1274,Rail,4.0,South,3.01
1116,Mango,4,24.5,48.1,1317,Rail,9.1,East,23.03
1117,Onion,6,10.2,92.3,959,Rail,5.4,West,28.72
1118,Banana,11,34.1,39.3,1360,Open Cart,5.9,West,38.78
1119,Rice,3,33.2,67.7,854,Refrigerated Truck,12.5,South,14.0
1120,Tomato,12,26.5,48.4,1283,Truck,1.9,East,30.25
1121,Tomato,3,12.0,48.1,608,Truck,1.8,South,16.34
1122,Rice,3,33.0,56.3,610,Truck,6.3,West,8.74
1123,Wheat,11,27.5,94.9,834,Rail,12.6,Central,38.48
1124,Banana,5,33.5,33.6,1491,Refrigerated Truck,4.3,East,19.16
1125,Wheat,6,32.6,67.6,1227,Rail,10.1,East,18.64
1126,Onion,1,34.1,35.4,1299,Truck,8.9,South,15.25
1127,Tomato,14,25.5,40.0,750,Refrigerated Truck,5.8,Central,27.15
1128,Tomato,4,14.2,58.6,562,Refrigerated Truck,8.4,West,11.25
1129,Mango,3,30.1,63.2,68,Truck,6.5,North,16.3
1130,Onion,14,28.6,46.8,1258,Refrigerated Truck,4.1,West,23.27
1131,Tomato,13,32.3,50.6,946,Truck,7.3,West,34.4
1132,Onion,12,15.1,35.7,253,Open Cart,13.7,Central,30.78
1133,Banana,2,15.8,49.7,1274,Refrigerated Truck,7.8,East,13.69
1134,Potato,6,36.7,92.8,944,Rail,6.3,West,29.86
1135,Tomato,10,32.5,91.4,161,Refrigerated Truck,0.3,East,25.8
1136,Mango,11,37.2,51.8,739,Open Cart,13.5,Central,38.45
1137,Banana,5,32.8,67.1,989,Rail,3.4,Central,20.98
1138,Rice,13,27.9,89.1,1116,Truck,5.2,South,36.49
1139,Onion,6,29.6,30.4,1341,Refrigerated Truck,7.2,North,16.95
1140,Rice,4,36.7,82.7,1094,Truck,0.3,Central,16.54
1141,Wheat,12,27.4,91.6,666,Truck,11.5,Central,37.82
1142,Banana,5,29.0,,1048,Open Cart,5.1,East,25.66
1143,Rice,4,14.7,40.5,37,Refrigerated Truck,10.8,Central,9.1
1144,Tomato,13,24.2,92.4,562,Truck,9.9,West,41.48
1145,Onion,6,31.5,64.9,77,Truck,5.7,South,16.87
1146,Potato,1,18.1,30.9,829,Truck,7.6,South,5.76
1147,Banana,13,16.1,46.7,1371,Truck,5.3,West,27.23
1148,Tomato,10,19.4,59.2,1161,Truck,6.4,Central,30.05
1149,Mango,4,17.2,75.0,1083,Refrigerated Truck,3.6,North,13.7
1150,Wheat,5,16.4,77.7,65,Truck,9.4,Central,15.69
1151,Onion,5,22.7,94.7,276,Rail,4.6,South,23.57
1152,Banana,14,37.2,48.7,250,Truck,4.1,North,36.45
1153,Banana,4,25.2,65.0,1204,Open Cart,9.6,East,27.43
1154,Potato,9,15.6,64.7,632,Truck,9.9,East,24.29
1155,Potato,6,12.3,56.4,1345,Truck,1.1,Central,15.72
1156,Mango,9,30.9,41.0,709,Truck,2.6,Central,20.8
1157,Wheat,7,21.5,93.5,666,Rail,1.4,North,20.4
1158,Mango,6,34.7,85.5,1159,Rail,4.2,North,29.72
1159,Tomato,4,29.8,62.4,1130,Truck,13.8,Central,24.99
1160,Tomato,0,33.9,69.2,314,Truck,9.8,South,15.32
1161,Mango,12,18.2,44.8,1320,Truck,9.9,East,30.47
1162,Wheat,4,30.8,65.3,499,Rail,3.7,North,13.35
1163,Mango,9,17.9,75.2,1389,Rail,5.4,South,26.26
1164,Wheat,1,38.2,63.5,342,Truck,17.6,Central,20.09
1165,Wheat,12,29.1,94.4,583,Truck,7.5,West,36.38
1166,Rice,4,19.7,69.7,14,Truck,5.8,North,7.21
1167,Onion,4,18.1,54.1,53,Truck,2.8,West,12.07
1168,Wheat,1,15.7,80.2,627,Refrigerated Truck,7.3,South,6.49
1169,Potato,4,30.8,41.1,1349,Truck,11.8,East,20.62
1170,Wheat,12,16.6,55.0,735,Truck,1.3,South,21.4
1171,Wheat,3,27.9,52.6,799,Truck,8.3,East,15.12
1172,Wheat,0,17.9,58.1,975,Open Cart,9.6,South,17.31
1173,Rice,2,29.9,80.8,137,Open Cart,7.0,North,9.99
1174,Rice,0,34.4,61.5,87,Truck,7.8,North,4.7
1175,Tomato,11,33.3,81.6,61,Truck,13.1,West,33.33
1176,Rice,10,32.8,67.5,380,Truck,0.2,South,15.5
1177,Potato,14,15.6,52.2,353,Rail,6.0,South,22.59
1178,Potato,4,12.7,82.6,275,Truck,3.6,West,14.73
1179,Rice,3,31.0,45.5,115,Refrigerated Truck,6.0,Central,2.96
1180,Mango,6,21.1,44.6,873,Rail,6.7,South,19.61
1181,Onion,4,23.0,62.8,891,Open Cart,12.5,South,25.89
1182,Rice,9,10.9,47.0,80,Truck,13.3,South,17.41
1183,Wheat,13,17.8,30.6,1186,Refrigerated Truck,16.1,Central,24.88
1184,Banana,3,11.0,72.1,333,Refrigerated Truck,5.6,North,7.56
1185,Onion,1,36.4,63.2,126,Truck,14.8,West,14.23
1186,Onion,3,17.3,59.0,45,Truck,6.1,Central,10.45
1187,Potato,11,26.7,92.9,1195,Truck,14.6,East,40.9
1188,Onion,1,11.2,67.1,926,Truck,2.6,East,12.82
1189,Rice,7,30.0,86.1,646,Truck,1.8,Central,20.59
1190,Wheat,2,19.7,39.1,1051,Rail,2.3,Central,8.14
1191,Wheat,8,36.9,67.0,283,Truck,9.7,North,24.97
1192,Tomato,12,36.6,86.4,767,Open Cart,8.1,East,40.26
1193,Wheat,3,19.8,67.9,473,Truck,1.7,West,9.98
1194,Wheat,12,37.0,76.7,1428,Open Cart,8.0,South,35.02
1195,Potato,5,39.9,54.2,13,Truck,7.5,South,17.86
1196,Wheat,9,34.8,36.0,17,Refrigerated Truck,8.2,North,17.62
1197,Tomato,4,35.3,59.8,928,Truck,0.9,North,17.07
1198,Banana,9,17.5,55.6,927,Truck,2.1,East,24.12
1199,Rice,12,27.3,86.4,1080,Open Cart,8.9,West,36.97
1200,Potato,0,12.0,45.9,1237,Truck,16.1,West,18.37
1201,Banana,8,12.8,92.8,1430,Refrigerated Truck,2.0,Central,30.57
1202,Potato,0,40.0,92.3,1219,Rail,0.3,North,25.44
1203,Mango,7,19.8,46.1,1079,Rail,6.8,South,17.89
1204,Onion,8,32.4,52.6,1421,Rail,8.8,South,25.67
1205,Mango,8,34.2,88.2,657,Refrigerated Truck,2.8,East,21.96
1206,Wheat,0,35.7,92.8,625,Truck,17.2,South,26.31
